,User_Name,User_img,User_url,Challange_Name,Programming_Lang,Sol_Code,User_Score,User's_Comments,User_Gender,Comments,Conditions,For,While,do ... while,Func dec,Varibales Dec,Pointers,Comments length,code length,Variables Names
26,jackullery,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/jackullery.jpg,/profile/jackullery,Min Window Substring,Java,"import java.util.*; 
import java.io.*;

class Main {

  public static String MinWindowSubstring(String[] strArr) {

    if(strArr == null || strArr[0] == null){
      throw new IllegalArgumentException();
    }
    else if(strArr[1] == null || strArr[1] == """"){
      return strArr[1];
    }

    int[] hasLetter = new int[26];
    strArr[0] = strArr[0].trim().toLowerCase();
    strArr[1] = strArr[1].trim().toLowerCase();

    for(int i = 0; i < strArr[1].length(); i++){
      char ch = strArr[1].charAt(i);
      hasLetter[ch - 'a']++;
    }

    int[] letterCount = new int[26];
    int bestStart = 0;
    int bestLen = Integer.MAX_VALUE;
    
    for(int currStart = 0, currEnd = 0; currEnd <= strArr[0].length();){
      if(isGood(hasLetter, letterCount)){
        int len = currEnd - currStart; 
        if(len < bestLen){
          bestStart = currStart;
          bestLen = len;
        }
        char ch = strArr[0].charAt(currStart++);
        letterCount[ch - 'a']--;
      }
      else if(currEnd != strArr[0].length()){
        char ch = strArr[0].charAt(currEnd++);
        letterCount[ch - 'a']++;
      }
      else {
        currEnd++;
      }
    }

    return strArr[0].substring(bestStart, bestStart + bestLen);
  }

  // Not optimal solution
  private static boolean isGood(int[] small, int[] big){
    assert(small.length == big.length);
    for(int i = 0; i < small.length; i++){
      if(small[i] > big[i]){
        return false;
      }
    }
    return true;
  }

  public static void main (String[] args) {  
    // keep this function call here     
    Scanner s = new Scanner(System.in);
    System.out.print(MinWindowSubstring(s.nextLine())); 
  }

}",10,-1,Male,2,18,6,0,0,4,10,0,5,182,"'hasLetter', 'hasLetter''ch''letterCount', 'letterCount''bestStart''bestLen''len''ch''ch''hasLetter', 'hasLetter''ch''letterCount', 'letterCount''bestStart''bestLen''len''ch''ch''hasLetter', 'hasLetter''ch''letterCount', 'letterCount''bestStart''bestLen''len''ch''ch''hasLetter', 'hasLetter''ch''letterCount', 'letterCount''bestStart''bestLen''len''ch''ch''hasLetter', 'hasLetter''ch''letterCount', 'letterCount''bestStart''bestLen''len''ch''ch''hasLetter', 'hasLetter''ch''letterCount', 'letterCount''bestStart''bestLen''len''ch''ch''hasLetter', 'hasLetter''ch''letterCount', 'letterCount''bestStart''bestLen''len''ch''ch''hasLetter', 'hasLetter''ch''letterCount', 'letterCount''bestStart''bestLen''len''ch''ch''hasLetter', 'hasLetter''ch''letterCount', 'letterCount''bestStart''bestLen''len''ch''ch'"
28,nickpick41,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/nickpick41.jpg,/profile/nickpick41,Min Window Substring,Java,"import java.util.*; 
import java.io.*;

class Main {


public static Map<Character,Integer> characterCounter(String string){
	
	Map<Character,Integer> char_count = new HashMap<Character,Integer>();
	
	for (int i = 0; i < string.length(); i++){
		char character = string.charAt(i);
	if (char_count.containsKey(character) ){
		int count = char_count.get(character);
		char_count.put(character,count+1);
	}else{
		char_count.put(character,1);
	}
		
}
	
	return char_count;
	
}




  public static String MinWindowSubstring(String[] strArr) {
    
String[] arr = strArr;
Map<Character,Integer> looking_sequence = characterCounter(arr[1]);


int nCount = arr[1].length() ;
String solution = """";


loop1:
while ( true ){
	if (nCount > arr[0].length()){
	
		break;
	}
	
	
	
for (int i = 0; i < arr[0].length(); i++){

	if (i+nCount>arr[0].length() ){
		break;
	}
String pSequence =arr[0].substring(i,i+nCount);

Map<Character,Integer> pSequenceCount = characterCounter(pSequence);

boolean good = true;
for (int j =0; j< arr[1].length(); j++){

if(!pSequenceCount.containsKey(arr[1].charAt(j)) ){		
good = false;
break;
					
}
if ( (int) pSequenceCount.get(arr[1].charAt(j))<(int)looking_sequence.get(arr[1].charAt(j)) ){
good = false;
break;
}

}


if (good){
	solution = pSequence;
	break loop1;
}
		
		
}

nCount++;


}
return(solution);







  }

  public static void main (String[] args) {  
    // keep this function call here     
    Scanner s = new Scanner(System.in);
    System.out.print(MinWindowSubstring(s.nextLine())); 
  }

}",10,-1,Male,1,3,2,0,0,1,11,0,2,161,"'char_count''character', 'character''count', 'count''arr''looking_sequence''nCount''solution''pSequenceCount''good''char_count''character', 'character''count', 'count''arr''looking_sequence''nCount''solution''pSequenceCount''good''char_count''character', 'character''count', 'count''arr''looking_sequence''nCount''solution''pSequenceCount''good''char_count''character', 'character''count', 'count''arr''looking_sequence''nCount''solution''pSequenceCount''good''char_count''character', 'character''count', 'count''arr''looking_sequence''nCount''solution''pSequenceCount''good''char_count''character', 'character''count', 'count''arr''looking_sequence''nCount''solution''pSequenceCount''good''char_count''character', 'character''count', 'count''arr''looking_sequence''nCount''solution''pSequenceCount''good''char_count''character', 'character''count', 'count''arr''looking_sequence''nCount''solution''pSequenceCount''good''char_count''character', 'character''count', 'count''arr''looking_sequence''nCount''solution''pSequenceCount''good'"
29,elenapi,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/elenapi.jpg,/profile/elenapi,Min Window Substring,Java,"import java.util.*; 
import java.io.*;

class Main {

  public static String MinWindowSubstring(String[] strArr) {
    // code goes here  
    Map<Character, Integer> checkFreq = new HashMap<>();
    Map<Character, Integer> currFreq = new HashMap<>();
    for (char c : strArr[1].toCharArray()) {
      increase(checkFreq, c);
    }
    // System.out.println(checkFreq);
    int start = 0;
    int end = 0;
    int maxstart = 0;
    int n = strArr[0].length();
    int maxend = n;
    char []str = strArr[0].toCharArray();
    increase(currFreq, str[end]);
    boolean done = false;
    done = checkDone(checkFreq, currFreq);
    while(end < (n - 1)) {
      // throw everything at the beginning, that I don't need
      while (start <= end) {
        if (currFreq.get(str[start]) > checkFreq.getOrDefault(str[start], 0)) {
          decrease(currFreq, str[start]);
          start++;
        } else break;
      }
      // I want to extend with str[end+1];
      end++;
      increase(currFreq, str[end]);
      done = checkDone(checkFreq, currFreq);
      if (done) {
        done = false;
        if (end - start < maxend - maxstart) {
          maxend = end;
          maxstart = start;
        }
      }
    }
    return strArr[0].substring(maxstart, maxend + 1);
  }

  private static boolean checkDone(Map<Character, Integer> checkFreq, Map<Character, Integer> currFreq) {
    for (char c : checkFreq.keySet()) {
      if (currFreq.getOrDefault(c, 0) < checkFreq.get(c)) {
        return false;
      }
    }
    return true;
  }
  private static void increase(Map<Character, Integer> freq, char c) {
      int curr = freq.getOrDefault(c, 0);
      freq.put(c, curr + 1);
  }


  private static void decrease(Map<Character, Integer> freq, char c) {
      freq.put(c, freq.get(c) - 1);
  }

  public static void main (String[] args) {  
    // keep this function call here     
    Scanner s = new Scanner(System.in);
    System.out.print(MinWindowSubstring(s.nextLine())); 
  }

}",9,-2,Female,5,6,2,3,10,5,8,0,6,229,'start''end''maxstart''n''maxend''[]str''done''curr''start''end''maxstart''n''maxend''[]str''done''curr''start''end''maxstart''n''maxend''[]str''done''curr''start''end''maxstart''n''maxend''[]str''done''curr''start''end''maxstart''n''maxend''[]str''done''curr''start''end''maxstart''n''maxend''[]str''done''curr''start''end''maxstart''n''maxend''[]str''done''curr''start''end''maxstart''n''maxend''[]str''done''curr''start''end''maxstart''n''maxend''[]str''done''curr'
30,cjordanball,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/cjordanball.jpg,/profile/cjordanball,Min Window Substring,JavaScript,"function MinWindowSubstring(strArr) {
	let str = strArr[0];
	let needle = strArr[1].split('');

	//start with the smallest possible substrings, then go up
	for (let i = needle.length, len = str.length; i <= len; i++ ) {
		for (j = 0; j <= len - i; j++) {
			let mySlice = str.substr(j, i);
			if (isContained(mySlice)) {
				return mySlice;
			}
		}
	}
	return 'Not in string';

// ---------------------- helpers -----------------------------
	//isContained checks to see if all the chars in the needle are in the given string
	function isContained(str) {
		let arr = str.split('');
		for (let i = 0, len = needle.length; i < len; i++) {
			let place = arr.findIndex(val => {
				return val === needle[i]
			});
			if (place === -1) {
				return false;
			} else {
				arr.splice(place, 1);
			}
		}
		return true;
	}
}
   
// keep this function call here 
MinWindowSubstring(readline());",10,5,Male,4,5,3,0,0,3,5,0,2,136,'str''needle''mySlice''arr''place''str''needle''mySlice''arr''place''str''needle''mySlice''arr''place''str''needle''mySlice''arr''place''str''needle''mySlice''arr''place''str''needle''mySlice''arr''place''str''needle''mySlice''arr''place''str''needle''mySlice''arr''place''str''needle''mySlice''arr''place'
31,DaveBealey,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/DaveBealey.jpg,/profile/DaveBealey,Min Window Substring,JavaScript,"function MinWindowSubstring(strArr) {
  let target = strArr[1]
  let array = strArr[0]
  let smallestLength = Infinity
  let smallest = ''
  for (let i = 0; i < array.length; i++) {
    for (let j = i + target.length; i + j <= smallestLength || j <= array.length; j++) {
      let testArray = array.slice(i, j)
      if (check(testArray) && testArray.length < smallestLength) {
        smallestLength = testArray.length
        smallest = testArray.slice()
      }
    }
  }

  function check(string) {
    let newString = string.slice()
    let counter = 0
    for (let i = 0; i < target.length; i++) {
      for (let j = 0; j < newString.length; j++) {
        if (newString[j] === target[i]) {
          counter++
          newString = newString.split('')
          newString.splice(j, 1)
          newString = newString.join('')
          j = newString.length
        }
      }
    }
    if (counter === target.length) return true
    return false
  }

  return smallest;
}

// keep this function call here 
console.log(MinWindowSubstring(readline()));",10,1,Male,1,3,4,0,0,3,7,0,4,134,'target''array''smallestLength''smallest''testArray''newString''counter''target''array''smallestLength''smallest''testArray''newString''counter''target''array''smallestLength''smallest''testArray''newString''counter''target''array''smallestLength''smallest''testArray''newString''counter''target''array''smallestLength''smallest''testArray''newString''counter''target''array''smallestLength''smallest''testArray''newString''counter''target''array''smallestLength''smallest''testArray''newString''counter''target''array''smallestLength''smallest''testArray''newString''counter''target''array''smallestLength''smallest''testArray''newString''counter'
32,zaridias,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/zaridias.jpg,/profile/zaridias,Min Window Substring,JavaScript,"function MinWindowSubstring(strArr) { 
  let str = strArr[0];
  let chars = strArr[1].split('');

  if (chars.length === 1)
    return chars[0];

  let substrings = [];
  for (let i = 0; i < str.length; i ++) {
    for (let i2 = substrings.length - 1; i2 >= 0; i2 --) {
      substrings[i2] = substrings[i2] + str[i];

      let val = substrings[i2].split('');
      let arr = [...chars];
      while (arr.length) {
        let c = arr.shift();
        let cI = val.indexOf(c);
        if (cI === -1)
          break;
        val.splice(cI, 1);

        if (arr.length === 0)
          return substrings[i2];
      }
    }
    substrings.push(str[i]);
  }
}

// keep this function call here 
console.log(MinWindowSubstring(readline()));",10,0,Male,1,3,2,1,0,2,7,0,3,91,'str''chars''substrings''val''arr''c''cI''str''chars''substrings''val''arr''c''cI''str''chars''substrings''val''arr''c''cI''str''chars''substrings''val''arr''c''cI''str''chars''substrings''val''arr''c''cI''str''chars''substrings''val''arr''c''cI''str''chars''substrings''val''arr''c''cI''str''chars''substrings''val''arr''c''cI''str''chars''substrings''val''arr''c''cI'
33,carlosFeAndrade,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/carlosFeAndrade.jpg,/profile/carlosFeAndrade,Min Window Substring,JavaScript,"function MinWindowSubstring(strArr) { 

    let string = strArr[0];
    let letters = strArr[1];
    
    let shortestString = null;
    
    for (let i = 0; i < string.length; i++) {
        for (let j = i; j < string.length; j++) {
            let testString = string.substr(i, j-i+1);
            if (subIncludesAll(testString, letters)) {
                if (shortestString === null || testString.length < shortestString.length) {
                    shortestString = testString;
                }
            }
        }
    }
    return shortestString;
    
    
    function subIncludesAll(str, letters) {
        for (let i = 0; i < str.length; i++) {
            if (letters.indexOf(str[i]) !== -1) {
                // remove letter from letters
                letters = letters.replace(str[i], '');
            }
        }
        return (letters.length === 0);
    }
}
   
// keep this function call here 
MinWindowSubstring(readline());",10,0,Male,2,3,3,0,0,3,7,0,3,102,"'string''letters', 'letters''shortestString''testString''letters', 'letters''string''letters', 'letters''shortestString''testString''letters', 'letters''string''letters', 'letters''shortestString''testString''letters', 'letters''string''letters', 'letters''shortestString''testString''letters', 'letters''string''letters', 'letters''shortestString''testString''letters', 'letters''string''letters', 'letters''shortestString''testString''letters', 'letters''string''letters', 'letters''shortestString''testString''letters', 'letters''string''letters', 'letters''shortestString''testString''letters', 'letters''string''letters', 'letters''shortestString''testString''letters', 'letters'"
34,Zoulfia,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/Zoulfia.jpg,/profile/Zoulfia,Min Window Substring,JavaScript,"var ops = [];

function MinWindowSubstring(strArr) { 
    var str = strArr[0];
    var windowSubstr = strArr[1];
    addSubstr(str, 0, windowSubstr);
    return ops.sort((a, b) => a.length - b.length)[0]; 
}

function addSubstr(str, index, windowSubstr) {
    if (index !== str.length - 1) {
        addSubstr(str, index + 1, windowSubstr);
    }
    for (var i=index + 1; i<=str.length; i++) {
        var substr = str.substr(index, i);
        if (containsSubStr(substr, windowSubstr)) {
            ops.push(substr);
        }
    }
}

function containsSubStr(string, substr) {
    for (var i=0; i<substr.length; i++) {
        var index = string.indexOf(substr[i]);
        if (index === -1) {
            return false;
        } else {
            string = string.substr(0, index).concat(string.substr(index + 1));
        }
    }
    return true;
}
   
// keep this function call here 
MinWindowSubstring(readline());",10,0,Male,1,5,2,0,0,1,0,0,1,106,
36,jmaxc6,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/jmaxc6.jpg,/profile/jmaxc6,Min Window Substring,JavaScript,"function MinWindowSubstring(strArr) { 
  var string = strArr[0];
  var part = strArr[1];
  for (var i = part.length; i <= string.length; i++) {
    for (var j = 0; j < string.length + 1 - i; j++) {
      var subString = string.substr(j, i);
      if (isContained(part, subString) === true) {
        return subString;
      }
    }
  }
  return false;
}

function isContained(part, string) {
  var charFound = true;
  for (var k = 0; k < part.length; k++) {
    if (string.includes(part[k]) === false) {
      return false;
    }
    else {
      string = string.slice(0, string.indexOf(part[k])) + string.slice(string.indexOf(part[k]) + 1);
    }
  }
  return true;
}
   
// keep this function call here 
MinWindowSubstring(readline());",10,0,Male,1,4,3,0,0,2,0,0,2,100,
38,jliotta11,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/jliotta11.jpg,/profile/jliotta11,Min Window Substring,JavaScript,"function MinWindowSubstring(strArr) { 
  /*
  Steps:
  1) aqcuire all substrings and store in an array
  2) filter out only those substrings that contain all the letters in string K
  3) sort by length increasing
  4) return the first element
  */
  
  var n = strArr[0];
  var k = strArr[1];
  var allSubstrings = [];
  
  for (var i = 0; i < n.length; i++) {
      for (var j = 0; j < n.length; j++) {
          var holder = n.substring(i, n.length - j);
          allSubstrings.push(holder);
      }
  }
  
  allSubstrings = allSubstrings
  .filter(element => hasKLetters(element, k))
  .filter(element => hasSameAmountOfLetters(element, k))
  .sort(increasingLength);
  
  return allSubstrings[0]
}

function hasKLetters(str1, str2) {
    var result = true;
    for (var x = 0; x < str2.length; x++) {
        var char = new RegExp(str2[x], 'g');
        if (char.test(str1) === false) {
            result = false;
        }
    }
    return result;
}

function hasSameAmountOfLetters(str1, str2) {
    var result = true;
    for (var i = 0; i < str2.length; i++) {
        var char = new RegExp(str2[i], 'g');
        if (str2.match(char).length > str1.match(char).length) {
            result = false;
        }
    }
    return result;
}
   
function increasingLength(str1, str2) {
    if (str1.length > str2.length) {
        return 1;
    } else if (str1.length === str2.length) {
        return 0;
    } else {
        return -1;
    }
}   
// keep this function call here 
MinWindowSubstring(readline());",10,0,Male,2,8,4,0,0,3,0,0,5,199,
41,GarenLiang,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/GarenLiang.jpg,/profile/GarenLiang,Min Window Substring,JavaScript,"function MinWindowSubstring(arr) {
  var str1 = arr[0], str2 = arr[1], min = Infinity, output;
  
  for (var i = 0; i < str1.length; i++) {
    for (var j = i+1; j <= str1.length; j++) {
      var slice = str1.slice(i, j);   
      if (slice.length < min && scramble(slice, str2)) {
        output = slice;
        min = slice.length;
      }
    }
  }
  
  return output;
}  

function scramble(str1, str2) {
  function obj(str) {
    return str. split("""").reduce(function(prev, curr) {
      prev[curr] ? prev[curr]++ : prev[curr] = 1;
      return prev;
    }, {});
  }
  
  var charCount1 = obj(str1), charCount2 = obj(str2);
  
  return Object.keys(charCount2).reduce(function(prev, curr) {
    return Math.min(prev, charCount1[curr]/charCount2[curr] || 0);
  }, Infinity) >= 1;
}


// keep this function call here 
MinWindowSubstring(readline());",10,0,Male,1,1,2,0,0,4,0,0,2,109,
42,betterkenly,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/betterkenly.jpg,/profile/betterkenly,Min Window Substring,JavaScript,"function MinWindowSubstring(strArr) { 
    var str1 = strArr[0];
    var str2 = strArr[1];
    var answer = [];
    
    var list = [];
    for( var i = 0 ; i < str1.length ; i++ ){
        for( var j = i + 1 ; j <= str1.length ; j++ ){
            var temp = str1.substring(i,j);
            if( compareStr(str2, temp ) ){
                answer.push(temp);
            }
            
        }
    }return answer.sort(function(a,b){
        if( a.length < b.length ){
            return -1;
        }else if( a.length > b.length ){
            return 1;
        }else{
            return 0;
        }
    })[0];
}
function createObj(str){
    str = str.split("""");
    return str.reduce(function(counts, each ){
        counts[each] = counts[each] + 1 || 1;
        return counts;
    },{});
}  

function compareStr(str1, str2 ){
    
    var obj = createObj(str1);
    for( var i = 0 ; i < str2.length ; i++ ){
        var curr = str2[i];
        obj[curr]--;
    }
    for( var key in obj ){
        if( obj[key] > 0 ){
            return false;
        }
    }return true;
    
    
}
   
// keep this function call here 
MinWindowSubstring(readline());",10,0,Female,1,8,8,0,0,3,0,0,4,146,
43,benjamincheng10,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/benjamincheng10.jpg,/profile/benjamincheng10,Min Window Substring,JavaScript,"function MinWindowSubstring(strArr) {
  var N = strArr[0];
  var K = strArr[1];

  var substrArr = [];
  var smallest = N;

  var hashK = toHash(K);

  for (var i = 0; i < N.length; i++) {
    for (var j = N.length; j > i; j--) substrArr.push(N.slice(i, j));
  }

  var substrArrHash = substrArr.map(val => toHash(val));

  for (var i in substrArrHash) {
    var substr = substrArr[i];
    var hash = substrArrHash[i];
    var passed = charCheck(hash);
    if (passed === true && substr.length < smallest.length) smallest = substr;
  }

  function toHash(str) {
    var hash = {};
    for (var i = 0; i < str.length; i++)
      hash[str[i]] === undefined ? (hash[str[i]] = 1) : hash[str[i]]++;
    return hash;
  }

  function charCheck(hash) {
    for (x in hashK) {
      if (hash[x] < hashK[x] || hash[x] === undefined) return false;
    }
    return true;
  }

  return smallest;
}
   
// keep this function call here 
MinWindowSubstring(readline());",10,0,Male,1,2,5,0,0,4,0,0,2,139,
46,zestybmac,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/zestybmac.jpg,/profile/zestybmac,Min Window Substring,JavaScript,"function MinWindowSubstring(strArr){
  var min = null;
  var n = strArr[0];
  var k = strArr[1];
  for (var i = 0; i < n.length; i++) {
    for (var j = i + 1; j <= n.length; j++) {
      var sub = n.slice(i, j);
      if(checkK(sub, k)){
        if (min === null || sub.length < min.length){
          min = sub;
        }
      }
    }
  }
  return min;
}

function checkK(sub, k){
  var h = k.split('');
  for (var i = 0; i < sub.length; i++) {
    var char = sub[i];
    var index = h.indexOf(char);
    if(index > -1){
      h.splice(index, 1);
    }
  }
  if(h.length === 0){
    return true;
  } else {
    return false;
  }
}
   
// keep this function call here 
MinWindowSubstring(readline());",10,0,Male,1,9,3,0,0,2,0,0,3,109,
47,archilolz,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/archilolz.jpg,/profile/archilolz,Min Window Substring,JavaScript,"function MinWindowSubstring(strArr) {
  let objectify = (str) => {
    let obj = {};
    str.split('').forEach((x) => {
      if (x in obj) {
        obj[x]++;
      } else {
        obj[x] = 1;
      }
    });
    return obj;
  };

  let windowContainsChars = (required, container) => {
    for (let key in required) {
      if (container[key] < required[key] || !container[key]) {
        return false;
      }
    }
    return true;
  };

  let subStrs = [];
  for (let i = 0; i < strArr[0].length; i++) {
    for (let j = i + strArr[1].length; j < strArr[0].length + 1; j++) {
      subStrs.push(strArr[0].slice(i, j));
    }
  }

  let sortedStrs = subStrs.sort((x,y) => { return x.length - y.length; });
  let requiredChars = objectify(strArr[1]);

  for (let i = 0; i < sortedStrs.length; i++) {
    let minWindow = objectify(sortedStrs[i]);
    if (windowContainsChars(requiredChars, minWindow)) {
      return sortedStrs[i];
    }
  }
  return false;
}
   
// keep this function call here 
MinWindowSubstring(readline());",10,0,Male,1,5,4,0,0,2,7,0,2,137,'objectify''obj''windowContainsChars''subStrs''sortedStrs''requiredChars''minWindow''objectify''obj''windowContainsChars''subStrs''sortedStrs''requiredChars''minWindow''objectify''obj''windowContainsChars''subStrs''sortedStrs''requiredChars''minWindow''objectify''obj''windowContainsChars''subStrs''sortedStrs''requiredChars''minWindow''objectify''obj''windowContainsChars''subStrs''sortedStrs''requiredChars''minWindow''objectify''obj''windowContainsChars''subStrs''sortedStrs''requiredChars''minWindow''objectify''obj''windowContainsChars''subStrs''sortedStrs''requiredChars''minWindow''objectify''obj''windowContainsChars''subStrs''sortedStrs''requiredChars''minWindow''objectify''obj''windowContainsChars''subStrs''sortedStrs''requiredChars''minWindow'
