,User_Name,User_img,User_url,Challange_Name,Programming_Lang,Sol_Code,User_Score,User's_Comments,User_Gender,Name_or_Image,Comments,Conditions,For,While,Func dec,Varibales Dec,Comments length,code length,Variables Names,Num_of_Lines,Lines_ave_len,Vars_ave_len,num_of_cases_uses
2468,burakdede,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/burakdede.jpg,/profile/burakdede,                         First Factorial                       ,Java,import java.util.*; import java.io.*;class Main {    public static String LetterChanges(String str) {       if(str == null || str.length() == 0) return str;        Set<Character> vowels = new HashSet<Character>() {{        add('a');        add('e');        add('i');        add('u');        add('o');    }};    char[] newStr = str.toCharArray();    for(int i = 0; i < newStr.length; i++) {        if(Character.isLetter(newStr[i])) {            newStr[i] = (char) (newStr[i] + 1);            if(vowels.contains(newStr[i])) {                newStr[i] = Character.toUpperCase(newStr[i]);            }        }    },10,4,0,0,612,3,1,0,1,0,0,62,,1,0,0,0
2469,burakdede,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/burakdede.jpg,/profile/burakdede,                         First Factorial                       ,Java,"import java.util.*; import java.io.*;class Main {    public static String SimpleSymbols(String str) {     for(int i = 0; i < str.length(); i++) {        if(Character.isLetter(str.charAt(i))) {            if(i-1 < 0 || str.charAt(i-1) != '+' || i+1 >= str.length() || str.charAt(i+1) != '+') {                    return ""false"";            }        }    }    return ""true"";  }     public static void main (String[] args) {      // keep this function call here         Scanner s = new Scanner(System.in);    System.out.print(SimpleSymbols(s.nextLine()));   }     }",10,4,0,0,563,2,1,0,3,0,68,68,,1,0,0,0
2470,burakdede,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/burakdede.jpg,/profile/burakdede,                         First Factorial                       ,Java,import java.util.*; import java.io.*;class Function {      int FirstFactorial(int num) {        int total = 1;        for (int i = num; i > 1; i--) {            total = total * i;        }        return total;    }      }class Main {  public static void main (String[] args) {         // keep this function call here         Scanner  s = new Scanner(System.in);    Function c = new Function();    System.out.print(c.FirstFactorial(s.nextLine()));       },10,4,0,0,455,0,1,0,2,0,61,61,,1,0,0,0
2471,johnsonkye,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/johnsonkye.jpg,/profile/johnsonkye,                         Eight Queens                       ,Java,"import java.util.*; import java.io.*;class Main {    public static String CheckNums(int num1, int num2) {       // code goes here       /* Note: In Java the return type of a function and the        parameter types being passed are defined, so this return        call must match the return type of the function.       You are free to modify the return type. */       if (num1 == num2) {           return ""-1"";       }       else if(num1 < num2) {           return ""true"";       }    return ""false"";      }     public static void main (String[] args) {      // keep this function call here         Scanner s = new Scanner(System.in);",7,3,0,0,632,4,0,0,8,0,188,94,,1,0,0,0
2472,johnsonkye,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/johnsonkye.jpg,/profile/johnsonkye,                         Eight Queens                       ,Java,"import java.util.*; import java.io.*;class Main {    public static String LongestWord(String sen) {       // code goes here       /* Note: In Java the return type of a function and the        parameter types being passed are defined, so this return        call must match the return type of the function.       You are free to modify the return type. */       char [] senArray = sen.toCharArray();       String max = """";       String str = """";               for (int i = 0; i < sen.length(); i++) {            int temp = (int) senArray[i];            if ((temp <= 90 && temp >= 65) || (temp  <= 122 && temp >= 97)) {               str += (char) temp;               if (str.length() > max.length()) {                   max = str;               }            }            else {",7,3,0,0,776,4,1,0,4,0,232,116,,1,0,0,0
2473,johnsonkye,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/johnsonkye.jpg,/profile/johnsonkye,                         Eight Queens                       ,Java,"import java.util.*; import java.io.*;class Main {    public static String TimeConvert(int num) {       // code goes here       /* Note: In Java the return type of a function and the        parameter types being passed are defined, so this return        call must match the return type of the function.       You are free to modify the return type. */       if (num == 60){           return ""1:0"";       }              if (num < 60) {           return ""0:"" + Integer.toString(num);       }              int rest = num % 60;       int count = 0;       while (num > 60) {           num -= 60;           count++;",7,3,0,0,609,3,0,1,6,0,182,91,,1,0,0,0
2474,johnsonkye,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/johnsonkye.jpg,/profile/johnsonkye,                         Eight Queens                       ,Java,"import java.util.*; import java.io.*;class Main {    public static String AlphabetSoup(String str) {       // code goes here       /* Note: In Java the return type of a function and the        parameter types being passed are defined, so this return        call must match the return type of the function.       You are free to modify the return type. */       char [] strArray = str.toCharArray();        Arrays.sort(strArray);        return new String(strArray);                  //   Map<Integer, Integer> strMap = new HashMap<Integer, Integer>();    //   char [] strArray = str.toCharArray();    //   String result = """";    //   for (char input: strArray) {    //       int temp = (int) input;    //       if (strMap.get((int) input) != null){    //           int num = strMap.get(temp);    //           num++;",7,3,0,0,815,2,1,0,5,0,216,108,,1,0,0,0
2475,johnsonkye,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/johnsonkye.jpg,/profile/johnsonkye,                         Eight Queens                       ,Java,"import java.util.*; import java.io.*;class Main {    public static String FirstReverse(String str) {       // code goes here       /* Note: In Java the return type of a function and the        parameter types being passed are defined, so this return        call must match the return type of the function.       You are free to modify the return type. */       char [] strArray = str.toCharArray();       int size = str.length()-1;       str = """";       for (int i = size; i >= 0; i--) {           str += strArray[i];       }           return str;      }     public static void main (String[] args) {      // keep this function call here     ",7,3,0,0,643,1,1,0,6,0,194,97,,1,0,0,0
2476,johnsonkye,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/johnsonkye.jpg,/profile/johnsonkye,                         Eight Queens                       ,Java,"import java.util.*; import java.io.*;class Main {    public static int SimpleAdding(int num) {       // code goes here       /* Note: In Java the return type of a function and the        parameter types being passed are defined, so this return        call must match the return type of the function.       You are free to modify the return type. */       int result = 0;       for (int i = 1; i <= num; i++) {           result += i;       }       num = result;    return num;      }     public static void main (String[] args) {      // keep this function call here         Scanner s = new Scanner(System.in);    System.out.print(SimpleAdding(s.nextLine())); ",7,3,0,0,660,1,1,0,6,0,196,98,,1,0,0,0
2477,johnsonkye,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/johnsonkye.jpg,/profile/johnsonkye,                         Eight Queens                       ,Java,"import java.util.*; import java.io.*;class Main {    public static String LetterChanges(String str) {       // code goes here       /* Note: In Java the return type of a function and the        parameter types being passed are defined, so this return        call must match the return type of the function.       You are free to modify the return type. */       char [] strArray = str.toCharArray();       String result = """";       for (int i = 0; i < str.length(); i++) {           int num = (int)strArray[i];           if (num == 122 || num ==90){               num -= 25;               result += (char) num;               continue;           }           if ((num >= 65 && num <= 90) || (num >= 97 && num <= 122)){              num += 1;            }            ",7,3,0,0,765,3,1,0,4,0,228,114,,1,0,0,0
2478,johnsonkye,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/johnsonkye.jpg,/profile/johnsonkye,                         Eight Queens                       ,Java,"import java.util.*; import java.io.*;class Main {    public static String SimpleSymbols(String str) {       // code goes here       /* Note: In Java the return type of a function and the        parameter types being passed are defined, so this return        call must match the return type of the function.       You are free to modify the return type. */       char [] strArray = str.toCharArray();       for (int i = 0; i < str.length(); i++) {           int num = (int) strArray[i];           if (num >= (int) 'a' && num <= (int) 'z') {               if (i == 0 || i == str.length()-1) {                   return ""false"";               }               if (strArray[i-1] != '+' || strArray[i+1] != '+') {                   return ""false"";               }           }       }    return ""true"";",7,3,0,0,795,4,1,0,7,0,228,114,,1,0,0,0
2479,johnsonkye,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/johnsonkye.jpg,/profile/johnsonkye,                         Eight Queens                       ,Java,"import java.util.*; import java.io.*;class Main {    public static int FirstFactorial(int num) {       // code goes here       /* Note: In Java the return type of a function and the        parameter types being passed are defined, so this return        call must match the return type of the function.       You are free to modify the return type. */       int result = 1;       for (int i = 1; i <= num; i++) {           result *= i;       }       num = result;    return num;      }     public static void main (String[] args) {      // keep this function call here         Scanner s = new Scanner(System.in);    System.out.print(FirstFactorial(s.nextLine())); ",7,3,0,0,664,1,1,0,6,0,196,98,,1,0,0,0
2480,johnsonkye,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/johnsonkye.jpg,/profile/johnsonkye,                         Eight Queens                       ,Java,"import java.util.*; import java.io.*;import java.util.regex.*;class Main {    public static String QuestionsMarks(String str) {       // code goes here       /* Note: In Java the return type of a function and the        parameter types being passed are defined, so this return        call must match the return type of the function.       You are free to modify the return type. */       str = str.replaceAll(""[a-z]"", """");       Pattern pattern = Pattern.compile(""([0-9])([?])([?])([?])([0-9])"");       Pattern falseP1 = Pattern.compile(""([0-9])([?])([?])([0-9])"");       Pattern falseP2 = Pattern.compile(""([0-9])([?])([0-9])"");       Matcher falseMatchP1 = falseP1.matcher(str);       Matcher falseMatchP2 = falseP2.matcher(str);       Matcher matchPattern = pattern.matcher(str);       if (falseMatchP1.find() || falseMatchP2.find()){           return ""false"";       }       if (matchPattern.find()){           return ""true"";       }",7,3,0,0,937,3,0,0,6,0,192,96,,1,0,0,0
2481,johnsonkye,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/johnsonkye.jpg,/profile/johnsonkye,                         Eight Queens                       ,Java,"import java.util.*; import java.io.*;class Main {    public static String LetterCapitalize(String str) {       // code goes here       /* Note: In Java the return type of a function and the        parameter types being passed are defined, so this return        call must match the return type of the function.       You are free to modify the return type. */       boolean capital = true;       char [] strArray = str.toCharArray();       String result = """";       for (char input : strArray) {           if (capital == true) {               result += (char) ((int) input - 32);               capital = false;           }           else if (input == ' ') {               capital = true;               result += ' ';           }           else {",7,3,0,0,745,5,1,0,4,0,214,107,,1,0,0,0
2482,jimbo2077,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/jimbo2077.jpg,/profile/jimbo2077,                         Maximal Square                       ,Java,"import java.util.*; import java.io.*;class Main {    public static String CheckNums(int num1, int num2) {     if (num1 == num2) return ""-1"";    return (num2 > num1) ? ""true"" : ""false"";  }     public static void main (String[] args) {      Scanner s = new Scanner(System.in);    System.out.print(CheckNums(s.nextLine()));   }     }",15,1,0,0,331,1,0,0,3,0,0,44,,1,0,0,0
2483,jimbo2077,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/jimbo2077.jpg,/profile/jimbo2077,                         Maximal Square                       ,Java,"import java.util.*; import java.io.*;class Main {    public static String LongestWord(String sen) {         String longest = """";        for (String nextStr : sen.split(""[\\p{Punct}\\s+]"")) {            if (nextStr.length() > longest.length()) longest = nextStr;        }        return longest;  }     public static void main (String[] args) {      // keep this function call here         Scanner s = new Scanner(System.in);    System.out.print(LongestWord(s.nextLine()));   }     }",15,1,0,0,482,1,1,0,2,0,54,54,,1,0,0,0
2484,jimbo2077,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/jimbo2077.jpg,/profile/jimbo2077,                         Maximal Square                       ,Java,"import java.util.*; import java.io.*;class Main {    public static String TimeConvert(int num) {         return num / 60 + "":"" + num % 60;   }     public static void main (String[] args) {      Scanner s = new Scanner(System.in);    System.out.print(TimeConvert(s.nextLine()));   }     }",15,1,0,0,288,0,0,0,2,0,0,38,,1,0,0,0
2485,jimbo2077,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/jimbo2077.jpg,/profile/jimbo2077,                         Maximal Square                       ,Java,import java.util.*; import java.io.*;class Main {    public static String AlphabetSoup(String str) {         char[] chars = str.toCharArray();        Arrays.sort(chars);        return new String(chars);  }     public static void main (String[] args) {      // keep this function call here         Scanner s = new Scanner(System.in);    System.out.print(AlphabetSoup(s.nextLine()));   }   },15,1,0,0,390,0,0,0,2,0,42,42,,1,0,0,0
2486,jimbo2077,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/jimbo2077.jpg,/profile/jimbo2077,                         Maximal Square                       ,Java,import java.util.*; import java.io.*;class Main {    public static String FirstReverse(String str) {         // code goes here        int len = str.length();        char[] chars = new char[len];        int i = 0;        for (char c : str.toCharArray()) {            chars[len - i - 1] = c;            i++;        }        return new String(chars);    }        public static void main (String[] args) {      // keep this function call here         Scanner s = new Scanner(System.in);    System.out.print(FirstReverse(s.nextLine()));   }     },15,1,0,0,542,0,1,0,2,0,69,69,,1,0,0,0
2487,jimbo2077,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/jimbo2077.jpg,/profile/jimbo2077,                         Maximal Square                       ,Java,import java.util.*; import java.io.*;class Main {      public static int SimpleAdding(int num) {        // code goes here        int sum = 0;        for (int i = 1; i <= num; i++) {            sum += i;        }        return sum;    }    public static void main (String[] args) {      // keep this function call here         Scanner s = new Scanner(System.in);    System.out.print(SimpleAdding(s.nextLine()));   }     },15,1,0,0,421,0,1,0,2,0,58,58,,1,0,0,0
2488,jimbo2077,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/jimbo2077.jpg,/profile/jimbo2077,                         Maximal Square                       ,Java,"import java.util.*; import java.io.*;class Main {    public static String LetterChanges(String str) {       String nStr = """";    for (char c: str.toCharArray()) {        if (c == 'Z' || c == 'z') c = 'A';        else if (Character.isLetter(c)) c++;        if (""aeiou"".contains(""""+c)) c = Character.toUpperCase(c);        nStr += c;    }    return nStr;  }     public static void main (String[] args) {      // keep this function call here         Scanner s = new Scanner(System.in);    System.out.print(LetterChanges(s.nextLine()));   }     }",15,1,0,0,543,4,1,0,2,0,69,69,,1,0,0,0
2489,jimbo2077,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/jimbo2077.jpg,/profile/jimbo2077,                         Maximal Square                       ,Java,"import java.util.*; import java.io.*;class Main {    public static String SimpleSymbols(String str) {         boolean test = !Character.isLetter(str.charAt(0));        for (int i = 1; i < str.length()-1; i++)   {            if (Character.isLetter(str.charAt(i))) {                test &= str.charAt(i-1) == '+' && str.charAt(i+1) == '+';            }        }        return test ? ""true"" : ""false"";  }    public static void main (String[] args) {      Scanner s = new Scanner(System.in);    System.out.print(SimpleSymbols(s.nextLine()));   }   }",15,1,0,0,546,1,1,0,2,0,0,62,,1,0,0,0
2490,jimbo2077,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/jimbo2077.jpg,/profile/jimbo2077,                         Maximal Square                       ,Java,import java.util.*; import java.io.*;class Main {    public static int FirstFactorial(int num) {     if (num == 1) return 1;    else return num * FirstFactorial(num - 1);  }     public static void main (String[] args) {      // keep this function call here         Scanner s = new Scanner(System.in);    System.out.print(FirstFactorial(s.nextLine()));   }     },15,1,0,0,362,2,0,0,3,0,47,47,,1,0,0,0
2491,jimbo2077,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/jimbo2077.jpg,/profile/jimbo2077,                         Maximal Square                       ,Java,"import java.util.*; import java.io.*;class Main {      public static String QuestionsMarks(String str) {        int n1 = 0, n2 = 0, count = 0, tens = 0;        char[] chars = str.replaceAll(""[^?0-9]"","""").toCharArray();        for (char c: chars) {            if (Character.isDigit(c) && n1 == 0) n1 = (int)(c-'0');            else if (c == '?' && n1 != 0) count++;            else if (Character.isDigit(c) && n1 != 0) {                n2 = (int)(c-'0');                if (n1 + n2 == 10) {                    if (count != 3) return ""false"";                    tens++;                    n1 = 0; n2 = 0; count = 0;                }            }        }        return (tens > 0) ? ""true"" : ""false"";    }    public static void main (String[] args) {      // keep this function call here     ",15,1,0,0,790,7,1,0,3,0,112,112,,1,0,0,0
2492,jimbo2077,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/jimbo2077.jpg,/profile/jimbo2077,                         Maximal Square                       ,Java,"import java.util.*; import java.io.*;class Main {    public static String LetterCapitalize(String str) {        String newString = """";        String[] strings = str.split(""\\s+"");        for (int i = 0; i < strings.length; i++) {            newString += strings[i].substring(0, 1).toUpperCase() + strings[i].substring(1) + "" "";         }        return newString.trim();    }  public static void main (String[] args) {      // keep this function call here         Scanner s = new Scanner(System.in);    System.out.print(LetterCapitalize(s.nextLine()));   }     }",15,1,0,0,562,0,1,0,2,0,64,64,,1,0,0,0
2493,ChandraPrakash,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/ChandraPrakash.jpg,/profile/ChandraPrakash,                         Eight Queens                       ,Java,"import java.util.*; import java.io.*;class Main {    public static String LongestWord(String sen) {   String[] words = sen.split("" "");    String lword = """";    for(int i = 0 ; i < words.length ; i++) {      String tempW = words[i];      tempW = tempW.replaceAll(""[^a-z]"", """");      if(tempW.length() > lword.length()) {        lword = tempW;      }    }         return lword;      }     public static void main (String[] args) {      // keep this function call here         Scanner s = new Scanner(System.in);    System.out.print(LongestWord(s.nextLine()));   }     ",9,0,0,0,567,1,1,0,2,0,72,72,,1,0,0,0
2494,ChandraPrakash,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/ChandraPrakash.jpg,/profile/ChandraPrakash,                         Eight Queens                       ,Java,"import java.util.*; import java.io.*;class Main {    public static String FirstReverse(String str) {       String inStr;        char x;                inStr = str;        str="""";                for(int i = inStr.length() - 1; i >= 0; i--){            x=inStr.charAt(i);            str = str +x;        }               return str;      }     public static void main (String[] args) {      // keep this function call here         Scanner s = new Scanner(System.in);",9,0,0,0,464,0,1,0,2,0,57,57,,1,0,0,0
2495,ChandraPrakash,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/ChandraPrakash.jpg,/profile/ChandraPrakash,                         Eight Queens                       ,Java,"import java.util.*; import java.io.*;class Main {    public static int SimpleAdding(int num) {       // code goes here       /* Note: In Java the return type of a function and the        parameter types being passed are defined, so this return        call must match the return type of the function.       You are free to modify the return type. */       if(num == 1){           return 1;       } else {           return num + SimpleAdding(num - 1);       }      }     public static void main (String[] args) {      // keep this function call here         Scanner s = new Scanner(System.in);    System.out.print(SimpleAdding(s.nextLine()));   }   ",9,0,0,0,648,3,0,0,7,0,182,91,,1,0,0,0
2496,ChandraPrakash,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/ChandraPrakash.jpg,/profile/ChandraPrakash,                         Eight Queens                       ,Java,"import java.util.*; import java.io.*;class Main {    public static int FirstFactorial(int num) {       // code goes here       /* Note: In Java the return type of a function and the        parameter types being passed are defined, so this return        call must match the return type of the function.       You are free to modify the return type. */            if(num == 1) {         return 1;       } else {       return num*FirstFactorial(num-1);       }      }     public static void main (String[] args) {      // keep this function call here         Scanner s = new Scanner(System.in);    System.out.print(FirstFactorial(s.nextLine())); ",9,0,0,0,644,3,0,0,7,0,174,87,,1,0,0,0
2497,ChandraPrakash,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/ChandraPrakash.jpg,/profile/ChandraPrakash,                         Eight Queens                       ,Java,"import java.util.*; import java.io.*;import java.util.regex.Matcher;import java.util.regex.Pattern;class Main {    public static String QuestionsMarks(String str) {    str = str.replaceAll(""[a-z]+"","""");          Pattern pattern = Pattern.compile(""([0-9])([?])([?])([?])([0-9])"");      Pattern pattern01 = Pattern.compile(""([0-9])([?])([?])([0-9])"");      Matcher matcher01 = pattern01.matcher(str);      Pattern pattern02 = Pattern.compile(""([0-9])([?])([0-9])"");      Matcher matcher02 = pattern02.matcher(str);      Matcher matcher = pattern.matcher(str);     if(matcher01.find() || matcher02.find()){         return ""false"";     }else if(matcher.find()){        return ""true"";     }     return ""false"";      } ",9,0,0,0,714,3,0,0,3,0,0,54,,1,0,0,0
2498,Meteory,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/Meteory.jpg,/profile/Meteory,                         Kaprekars Constant                       ,Java,"import java.util.*; import java.io.*;class Main {    public static String CheckNums(int num1, int num2) {       if (num1 == num2)      return ""-1"";    return num1 < num2 ? ""true"": ""false"";                       }           public static void main (String[] args) {      // keep this function call here         Scanner s = new Scanner(System.in);    System.out.print(CheckNums(s.nextLine()));   }     }",15,-1,0,0,402,1,0,0,3,0,49,49,,1,0,0,0
2499,Meteory,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/Meteory.jpg,/profile/Meteory,                         Kaprekars Constant                       ,Java,"import java.util.*; import java.io.*;class Main {    public static String LongestWord(String sen) {     String[] tempString = (sen.replaceAll(""\\p{Punct}"", """").split("" ""));          int longestStringPos = 0;    for (int i = 0; i < tempString.length; i++ ) {      if (tempString[i].length() > tempString[longestStringPos].length())        longestStringPos = i;    }              return tempString[longestStringPos];    }     public static void main (String[] args) {      // keep this function call here         Scanner s = new Scanner(System.in);    System.out.print(LongestWord(s.nextLine()));   }     }",15,-1,0,0,605,1,1,0,2,0,65,65,,1,0,0,0
2500,Meteory,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/Meteory.jpg,/profile/Meteory,                         Kaprekars Constant                       ,Java,"import java.util.*; import java.io.*;class Main {    public static String TimeConvert(int num) {    return num / 60 + "":"" + num % 60;  }  public static void main (String[] args) {      // keep this function call here         Scanner s = new Scanner(System.in);    System.out.print(TimeConvert(s.nextLine()));   }     }",15,-1,0,0,319,0,0,0,2,0,44,44,,1,0,0,0
2501,Meteory,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/Meteory.jpg,/profile/Meteory,                         Kaprekars Constant                       ,Java,import java.util.*; import java.io.*;class Main {    public static String AlphabetSoup(String str) {    char[] letterArray = str.toCharArray();    Arrays.sort(letterArray);    return new String(letterArray);  }    public static void main (String[] args) {      // keep this function call here         Scanner s = new Scanner(System.in);    System.out.print(AlphabetSoup(s.nextLine()));   }     },15,-1,0,0,396,0,0,0,2,0,42,42,,1,0,0,0
2502,Meteory,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/Meteory.jpg,/profile/Meteory,                         Kaprekars Constant                       ,Java,import java.util.*; import java.io.*;class Main {    public static String FirstReverse(String str) {         StringBuilder sb = new StringBuilder(str);            return sb.reverse().toString();      }     public static void main (String[] args) {      // keep this function call here         Scanner s = new Scanner(System.in);    System.out.print(FirstReverse(s.nextLine()));   }     },15,-1,0,0,388,0,0,0,2,0,41,41,,1,0,0,0
2503,Meteory,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/Meteory.jpg,/profile/Meteory,                         Kaprekars Constant                       ,Java,import java.util.*; import java.io.*;class Main {    public static int SimpleAdding(int num) {    int sum = 0;    for (int i = num; i > 0; i--) {      sum = sum + i;    }                   return sum;          }     public static void main (String[] args) {      // keep this function call here         Scanner s = new Scanner(System.in);    System.out.print(SimpleAdding(s.nextLine()));   }     },15,-1,0,0,398,0,1,0,2,0,56,56,,1,0,0,0
2504,Meteory,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/Meteory.jpg,/profile/Meteory,                         Kaprekars Constant                       ,Java,"import java.util.*; import java.io.*;class Main {    public static String LetterChanges(String str) {    String newString = """";    for (char letter : str.toCharArray()) {      if (Character.isLetter(letter)) {        letter = (char) ((int) letter + 1);        if (letter == 'a' || letter == 'e' || letter == 'i' || letter == 'o' || letter == 'u') {          letter = Character.toUpperCase(letter);        }      }      newString = newString + letter;     }    return newString;  }  public static void main (String[] args) {      // keep this function call here         Scanner s = new Scanner(System.in);    System.out.print(LetterChanges(s.nextLine())); ",15,-1,0,0,656,2,1,0,2,0,86,86,,1,0,0,0
2505,Meteory,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/Meteory.jpg,/profile/Meteory,                         Kaprekars Constant                       ,Java,"import java.util.*; import java.io.*;class Main {    public static String SimpleSymbols(String str) {    boolean allGood = false;    if (Character.isLetter(str.charAt(0)) || Character.isLetter(str.charAt(str.length()-1))) {      allGood = false;    } else {      for (int i = 1; i < str.length() - 1; i++) {        if (Character.isLetter(str.charAt(i))) {          if (str.charAt(i - 1) == '+' && str.charAt(i + 1) == '+') {            allGood = true;          }        }      }    }    return allGood ? ""true"" : ""false"";  }    public static void main (String[] args) {  ",15,-1,0,0,572,4,1,0,2,0,0,76,,1,0,0,0
2506,Meteory,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/Meteory.jpg,/profile/Meteory,                         Kaprekars Constant                       ,Java,import java.util.*; import java.io.*;class Main {    public static int FirstFactorial(int num) {     int factorial = 1;            while (num > 1) {          factorial = num-- * factorial;      }               return factorial;          }     public static void main (String[] args) {      // keep this function call here         Scanner s = new Scanner(System.in);    System.out.print(FirstFactorial(s.nextLine()));   }     },15,-1,0,0,427,0,0,1,2,0,51,51,,1,0,0,0
2507,Meteory,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/Meteory.jpg,/profile/Meteory,                         Kaprekars Constant                       ,Java,"import java.util.*; import java.io.*;import java.util.regex.Matcher;import java.util.regex.Pattern;class Main {      public static String QuestionsMarks(String str) {    boolean isChunk = false;    boolean matched = false;    int chunkStartPosition = 0;    ArrayList<String> chunks = new ArrayList();    /*     * Count chunks of numbers that give --> a + b = 10 input - String output -     * arrays of string chunks     */    for (int i = 0; i < str.length(); i++) {      if (Character.isDigit(str.charAt(i))) {        if (!isChunk) {          chunkStartPosition = i;          isChunk = true;        } else {          if (Character.getNumericValue(str.charAt(i)) + Character.getNumericValue(str.charAt(chunkStartPosition)) == 10) {            chunks.add(str.substring(chunkStartPosition, i + 1));",15,-1,0,0,797,4,1,0,0,0,115,92,,1,0,0,0
2508,Meteory,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/Meteory.jpg,/profile/Meteory,                         Kaprekars Constant                       ,Java,"import java.util.*; import java.io.*;class Main {    public static String LetterCapitalize(String str) {   StringBuilder sb;    String[] words = str.split("" "");    str = """";        for (int i = 0; i < words.length; i++) {      sb = new StringBuilder(words[i]);      sb.setCharAt(0, Character.toUpperCase(sb.charAt(0)));      if (i == words.length - 1) {        str = str + sb;      } else {        str = str + sb + "" "";      }                 }      return str;          }  ",15,-1,0,0,475,2,1,0,1,0,0,66,,1,0,0,0
2509,uoflcoder,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/uoflcoder.jpg,/profile/uoflcoder,                         Dash Insert                       ,Java,"import java.util.*; import java.io.*;class Main {    public static String CheckNums(int num1, int num2) {       // code goes here       /* Note: In Java the return type of a function and the        parameter types being passed are defined, so this return        call must match the return type of the function.       You are free to modify the return type. */         if(num2 > num1)    {        return ""true"";    }        else if(num1 == num2)    {        return ""-1"";    }        else    {",10,-1,0,0,492,5,0,0,6,0,148,74,,1,0,0,0
2510,christianqtc,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/christianqtc.jpg,/profile/christianqtc,                         Letter Capitalize                       ,Java,"import java.util.*; import java.io.*;class Main {    public static String CheckNums(int num1, int num2) {       // code goes here       /* Note: In Java the return type of a function and the        parameter types being passed are defined, so this return        call must match the return type of the function.       You are free to modify the return type. */    String greaterThan = ""false"";    if (num2 > num1)        greaterThan = ""true"";    else if (num2 == num1)        greaterThan = ""-1"";    return greaterThan;  }     public static void main (String[] args) {      // keep this function call here         Scanner s = new Scanner(System.in);    System.out.print(CheckNums(s.nextLine()));   }   ",8,-2,0,0,701,4,0,0,6,0,198,99,,1,0,0,0
2511,christianqtc,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/christianqtc.jpg,/profile/christianqtc,                         Letter Capitalize                       ,Java,"import java.util.*; import java.io.*;class Main {    public static String LongestWord(String sen) {       // code goes here       /* Note: In Java the return type of a function and the        parameter types being passed are defined, so this return        call must match the return type of the function.       You are free to modify the return type. */    String longest = """";    String temp = """";    for (int i = 0; i < sen.length(); i++) {        if (Character.isLetter(sen.charAt(i)) || Character.isDigit(sen.charAt(i))) {            temp = temp + Character.toString(sen.charAt(i));        }        else        {            if (temp.length() > longest.length())            {                longest = temp;            }            temp = """";",8,-2,0,0,745,4,1,0,4,0,196,98,,1,0,0,0
2512,christianqtc,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/christianqtc.jpg,/profile/christianqtc,                         Letter Capitalize                       ,Java,"import java.util.*; import java.io.*;class Main {    public static String TimeConvert(int num) {       // code goes here       /* Note: In Java the return type of a function and the        parameter types being passed are defined, so this return        call must match the return type of the function.       You are free to modify the return type. */    String time = """";    int hour = 0;    int min = 0;    hour = num/60;    min = num%60;    time = Integer.toString(hour) + "":"" + Integer.toString(min);    return time;  }     public static void main (String[] args) {      // keep this function call here         Scanner s = new Scanner(System.in);    System.out.print(TimeConvert(s.nextLine())); ",8,-2,0,0,699,1,0,0,6,0,204,102,,1,0,0,0
